frame_coords,rmse,range,sill,nugget
rows_-35.580621795654295_-35.52062179565429_cols_173.44637756347657_173.50637756347658,7.9555290919802175,7279.278422625834,13.77428292380322,0
rows_-35.580621795654295_-35.52062179565429_cols_173.50637756347658_173.56637756347658,0.9121897035104676,1631.20212578154,2.4456656012395874,0
rows_-35.580621795654295_-35.52062179565429_cols_173.68637756347655_173.74637756347656,5.449928786932924,1822.7508073492888,22.895384084523776,0
rows_-35.580621795654295_-35.52062179565429_cols_173.92637756347656_173.98637756347657,7.958945090372152,575.5207790456018,29.914218480743383,0
rows_-35.580621795654295_-35.52062179565429_cols_173.98637756347657_174.04637756347657,13.362947011168611,797.0317816488275,24.254373303951336,0
rows_-35.580621795654295_-35.52062179565429_cols_174.04637756347657_174.10637756347657,5.8977134869064916,2.107967588319937,27.664905792665145,0
rows_-35.580621795654295_-35.52062179565429_cols_174.10637756347657_174.16637756347657,4.229304511919176,542.6517248436937,10.188586214037638,0
rows_-35.580621795654295_-35.52062179565429_cols_174.16637756347657_174.22637756347658,6.056861230068952,1903.8759555146912,11.985978411896992,0
rows_-35.580621795654295_-35.52062179565429_cols_174.22637756347658_174.28637756347658,2.9902310740578564,5678.3545985859255,11.17973464029063,0
rows_-35.580621795654295_-35.52062179565429_cols_174.28637756347655_174.34637756347655,1.8324961750121298,913.4938582225407,12.072825077734954,0
rows_-35.580621795654295_-35.52062179565429_cols_174.40637756347655_174.46637756347656,2.8106125482846553,3140.5341974602597,16.315426038512243,0
rows_-35.580621795654295_-35.52062179565429_cols_174.46637756347656_174.52637756347656,1.8273415097327608,1362.283432765532,4.37066475323875,0
rows_-35.580621795654295_-35.52062179565429_cols_174.52637756347656_174.58637756347656,0.18577396564141865,276.8217983404812,0.2462102675887939,0
rows_-35.5206217956543_-35.4606217956543_cols_173.32637756347657_173.38637756347657,3.5533199849539607,474.80907261315707,12.116492462983862,0
rows_-35.5206217956543_-35.4606217956543_cols_173.38637756347657_173.44637756347657,2.541476127774018,392.40391933671583,6.819028709029446,0
rows_-35.5206217956543_-35.4606217956543_cols_173.74637756347656_173.80637756347656,6.00682428931225,46.94151547404272,11.628691010932135,0
rows_-35.5206217956543_-35.4606217956543_cols_173.80637756347656_173.86637756347656,3.195137747482304,1282.53429476624,14.402095539474432,0
rows_-35.5206217956543_-35.4606217956543_cols_173.86637756347656_173.92637756347656,3.881108560412668,309.60716393307337,24.361611655445014,0
rows_-35.5206217956543_-35.4606217956543_cols_173.92637756347656_173.98637756347657,3.4073013336216245,481.5412385921794,25.513570484477594,0
rows_-35.5206217956543_-35.4606217956543_cols_173.98637756347657_174.04637756347657,6.776942296303419,4193.705848216282,31.079847430503218,0
rows_-35.5206217956543_-35.4606217956543_cols_174.04637756347657_174.10637756347657,11.374393050151461,1288.809389402164,28.28761230037061,0
rows_-35.5206217956543_-35.4606217956543_cols_174.10637756347657_174.16637756347657,6.484562672563497,2026.844215076322,13.596919826220727,0
rows_-35.5206217956543_-35.4606217956543_cols_174.16637756347657_174.22637756347658,6.483874914967426,501.4612308482108,18.394766213742077,0
rows_-35.5206217956543_-35.4606217956543_cols_174.22637756347658_174.28637756347658,5.183805736366643,4034.1747002625566,9.501182958990798,0
rows_-35.5206217956543_-35.4606217956543_cols_174.40637756347655_174.46637756347656,1.8553602904260935,1351.5279148946884,7.9837376327251,0
rows_-35.5206217956543_-35.4606217956543_cols_174.46637756347656_174.52637756347656,0.7028616860834542,566.161814535548,1.8068810412802732,0
rows_-35.5206217956543_-35.4606217956543_cols_174.70637756347656_174.76637756347657,0.5724868069593787,333.5383713030934,1.5255493192235992,0
rows_-35.4606217956543_-35.400621795654295_cols_173.32637756347657_173.38637756347657,3.912216081040726,0.4379789589664327,12.336996022857257,0
rows_-35.4606217956543_-35.400621795654295_cols_173.38637756347657_173.44637756347657,2.6112404918185725,798.1342954154097,13.547392390001512,0
rows_-35.4606217956543_-35.400621795654295_cols_173.44637756347657_173.50637756347658,0.9242588071174355,531.8949426631721,12.735782002769916,0
