frame_coords,rmse,range,sill,nugget
rows_-36.0006217956543_-35.940621795654295_cols_173.74637756347656_173.80637756347656,4.672566888847474,27.196217378562338,14.997540279269707,0
rows_-36.0006217956543_-35.940621795654295_cols_174.40637756347655_174.46637756347656,3.285222365757589,5360.631229983566,5.807589314898281,0
rows_-36.0006217956543_-35.940621795654295_cols_174.70637756347656_174.76637756347657,1.370923001420729,263.5039963756324,2.0751022617840156,0
rows_-35.940621795654295_-35.88062179565429_cols_173.74637756347656_173.80637756347656,5.194747333551732,36.563658222535196,13.754601635284287,0
rows_-35.940621795654295_-35.88062179565429_cols_174.40637756347655_174.46637756347656,1.4451383963418336,2092.873983711352,4.432230251475543,0
rows_-35.940621795654295_-35.88062179565429_cols_174.64637756347656_174.70637756347656,1.2716417050132598,1925.401244561309,2.523245331966234,0
rows_-35.940621795654295_-35.88062179565429_cols_174.70637756347656_174.76637756347657,0.6717860925310206,22.575386836495454,0.7965266870046367,0
rows_-35.8806217956543_-35.8206217956543_cols_173.62637756347655_173.68637756347655,4.345859767507491,35.06552587594706,9.686093495858314,0
rows_-35.8806217956543_-35.8206217956543_cols_174.16637756347657_174.22637756347658,1.6173384976074237,576.3888222160904,3.5641256303953845,0
rows_-35.8806217956543_-35.8206217956543_cols_174.28637756347655_174.34637756347655,4.142786039510552,994.2776724730306,10.856002461467245,0
rows_-35.8806217956543_-35.8206217956543_cols_174.34637756347655_174.40637756347655,4.181515282104183,0.9612790070009254,11.757231440295024,0
rows_-35.8806217956543_-35.8206217956543_cols_174.40637756347655_174.46637756347656,2.1813225292455987,2055.323328026779,9.76189171473732,0
rows_-35.8806217956543_-35.8206217956543_cols_174.46637756347656_174.52637756347656,1.6630594384533133,1552.5955203732922,5.778460370011657,0
rows_-35.8806217956543_-35.8206217956543_cols_174.52637756347656_174.58637756347656,2.591593681169592,1239.3744428814498,5.299611751449623,0
rows_-35.8806217956543_-35.8206217956543_cols_174.58637756347656_174.64637756347656,0.2781066993931612,2.8499466067157897,0.7290501448514685,0
rows_-35.8206217956543_-35.760621795654295_cols_173.68637756347655_173.74637756347656,6.8240697432737685,2637.7221703236073,24.675964760883794,0
rows_-35.8206217956543_-35.760621795654295_cols_173.74637756347656_173.80637756347656,4.115919395874574,1140.3283458391647,15.764350568091016,0
rows_-35.8206217956543_-35.760621795654295_cols_174.10637756347657_174.16637756347657,1.725558642752519,1325.5364105177432,6.079427104251244,0
rows_-35.8206217956543_-35.760621795654295_cols_174.16637756347657_174.22637756347658,4.794396215026258,6724.085282140105,11.81173800051552,0
rows_-35.8206217956543_-35.760621795654295_cols_174.22637756347658_174.28637756347658,5.60570574866337,1442.1962381017634,11.675269793990012,0
rows_-35.8206217956543_-35.760621795654295_cols_174.28637756347655_174.34637756347655,6.258739322409893,7901.756082224208,25.139454786792793,0
rows_-35.8206217956543_-35.760621795654295_cols_174.34637756347655_174.40637756347655,4.46391043980361,8318.388669492906,15.043682492679288,0
rows_-35.8206217956543_-35.760621795654295_cols_174.40637756347655_174.46637756347656,1.0240795319392235,1379.2427020765967,2.467298748833972,0
rows_-35.8206217956543_-35.760621795654295_cols_174.46637756347656_174.52637756347656,3.8646051862691917,2572.9876589546,6.819630719525284,0
rows_-35.8206217956543_-35.760621795654295_cols_174.52637756347656_174.58637756347656,5.681743983913938,6424.744893324161,14.293524161536146,0
rows_-35.760621795654295_-35.70062179565429_cols_173.56637756347655_173.62637756347655,7.937118753510492,1.019017599771189,13.7526364754867,0
rows_-35.760621795654295_-35.70062179565429_cols_174.04637756347657_174.10637756347657,3.398979787618293,1183.3996033753026,6.346909329168695,0
rows_-35.760621795654295_-35.70062179565429_cols_174.10637756347657_174.16637756347657,4.369512137434653,879.9291737173346,8.20798549718738,0
rows_-35.760621795654295_-35.70062179565429_cols_174.16637756347657_174.22637756347658,1.7724262209525439,6000.14915312303,5.828673888432069,0
rows_-35.760621795654295_-35.70062179565429_cols_174.22637756347658_174.28637756347658,0.4725056278759449,1678.8467996569889,2.55526829998674,0
rows_-35.760621795654295_-35.70062179565429_cols_174.28637756347655_174.34637756347655,0.7133207606559776,4304.893367336163,6.727502121302971,0
rows_-35.760621795654295_-35.70062179565429_cols_174.34637756347655_174.40637756347655,2.5031350150620093,1897.3427302108712,9.79155987621218,0
rows_-35.760621795654295_-35.70062179565429_cols_174.46637756347656_174.52637756347656,4.494559789659336,4907.717672622012,13.333747755334716,0
rows_-35.760621795654295_-35.70062179565429_cols_174.52637756347656_174.58637756347656,1.1195695221585098,608.9100397485126,2.936797737722958,0
rows_-35.7006217956543_-35.6406217956543_cols_173.74637756347656_173.80637756347656,20.184628114727744,1902.4924191887856,60.39400827380742,0
rows_-35.7006217956543_-35.6406217956543_cols_173.80637756347656_173.86637756347656,9.622944576268086,1416.0263853233112,31.85462731398085,0
rows_-35.7006217956543_-35.6406217956543_cols_173.98637756347657_174.04637756347657,2.4001352651998356,378.669929254274,8.538868875730987,0
rows_-35.7006217956543_-35.6406217956543_cols_174.10637756347657_174.16637756347657,2.410446177632113,1789.0389319134713,6.1994104785745865,0
rows_-35.7006217956543_-35.6406217956543_cols_174.16637756347657_174.22637756347658,1.655041143233072,1591.4191889390386,5.269545589904793,0
rows_-35.7006217956543_-35.6406217956543_cols_174.22637756347658_174.28637756347658,1.6483624162318116,7506.136067199564,6.8636890870569225,0
rows_-35.7006217956543_-35.6406217956543_cols_174.28637756347655_174.34637756347655,1.2359600798085313,3997.160597277936,4.179910418486423,0
rows_-35.7006217956543_-35.6406217956543_cols_174.34637756347655_174.40637756347655,1.486670036962614,2.320896203024091,5.839497766668317,0
rows_-35.7006217956543_-35.6406217956543_cols_174.40637756347655_174.46637756347656,3.045794355352861,634.4839506118113,6.697245151833408,0
rows_-35.7006217956543_-35.6406217956543_cols_174.46637756347656_174.52637756347656,14.706562743867472,6776.014120418556,24.893345227370517,0
rows_-35.6406217956543_-35.580621795654295_cols_173.38637756347657_173.44637756347657,1.7098938945372946,7282.789310810133,6.6479059388277815,0
rows_-35.6406217956543_-35.580621795654295_cols_173.68637756347655_173.74637756347656,5.632211401535796,2141.9754175834373,19.623796736616573,0
rows_-35.6406217956543_-35.580621795654295_cols_174.22637756347658_174.28637756347658,4.991711224599781,3175.893686277985,14.22210094743926,0
rows_-35.6406217956543_-35.580621795654295_cols_174.28637756347655_174.34637756347655,1.9300293291049702,2.6904176535676356,5.3152307792632305,0
rows_-35.6406217956543_-35.580621795654295_cols_174.46637756347656_174.52637756347656,1.3819015611546488,1053.9645190279894,8.03976445969912,0
rows_-35.6406217956543_-35.580621795654295_cols_174.52637756347656_174.58637756347656,0.42454298050422623,446.74305794152616,2.532989586072507,0
rows_-35.580621795654295_-35.52062179565429_cols_173.32637756347657_173.38637756347657,1.9587464397846603,2466.2647653935564,5.506204148942126,0
rows_-35.580621795654295_-35.52062179565429_cols_173.38637756347657_173.44637756347657,1.4001217681064768,1280.9443902134478,4.519704408993134,0
